страна,город,url,почта
Россия,Липецк,https://lipetsk.stalmetural.ru,lipeck@stalmetural.ru
Россия,Киров,https://kirov.stalmetural.ru,kirov@stalmetural.ru
Россия,Астрахань,https://astrahan.stalmetural.ru,astr@stalmetural.ru
Россия,Тула,https://tula.stalmetural.ru,tula@stalmetural.ru
Россия,Сочи,https://sochi.stalmetural.ru,sochi@stalmetural.ru
Россия,Курск,https://kursk.stalmetural.ru,kursk@stalmetural.ru
Россия,Сургут,https://surgut.stalmetural.ru,surgut@stalmetural.ru
Россия,Тверь,https://tver.stalmetural.ru,tver@stalmetural.ru
Россия,Магнитогорск,https://magnitogorsk.stalmetural.ru,magnitogorsk@stalmetural.ru
Россия,Брянск,https://bryansk.stalmetural.ru,bryansk@stalmetural.ru
Россия,Якутск,https://yakutsk.stalmetural.ru,yakutsk@stalmetural.ru
Россия,Иваново,https://ivanovo.stalmetural.ru,ivanovo@stalmetural.ru
Россия,Владимир,https://vladimir.stalmetural.ru,vladimir@stalmetural.ru
Россия,Чита,https://chita.stalmetural.ru,chita@stalmetural.ru
Россия,Калуга,https://kaluga.stalmetural.ru,kaluga@stalmetural.ru
Россия,Белгород,https://belgorod.stalmetural.ru,belgorod@stalmetural.ru
Россия,Вологда,https://vologda.stalmetural.ru,vologda@stalmetural.ru
Россия,Смоленск,https://smolensk.stalmetural.ru,smolensk@stalmetural.ru
Россия,Курган,https://kurgan.stalmetural.ru,kurgan@stalmetural.ru
Россия,Архангельск,https://arhangelsk.stalmetural.ru,arhangelsk@stalmetural.ru
Россия,Орёл,https://oryol.stalmetural.ru,orel@stalmetural.ru
Россия,Нижневартовск,https://nizhnevartovsk.stalmetural.ru,nv@stalmetural.ru
Россия,Мурманск,https://murmansk.stalmetural.ru,murmansk@stalmetural.ru
Россия,Кострома,https://kostroma.stalmetural.ru,kostroma@stalmetural.ru
Россия,Новороссийск,https://novorossiysk.stalmetural.ru,nvrsk@stalmetural.ru
Россия,Тамбов,https://tambov.stalmetural.ru,tambov@stalmetural.ru
Россия,Таганрог,https://taganrog.stalmetural.ru,taganrog@stalmetural.ru
Россия,Благовещенск,https://blagoveshchensk.stalmetural.ru,blg@stalmetural.ru
Россия,Великий Новгород,https://novgorod.stalmetural.ru,vnovgorod@stalmetural.ru
Россия,Сыктывкар,https://syktyvkar.stalmetural.ru,syktyvkar@stalmetural.ru
Россия,Абакан,https://abakan.stalmetural.ru,abakan@stalmetural.ru
Россия,Южно-Сахалинск,https://yuzhno-sahalinsk.stalmetural.ru,yuzhno-sahalinsk@stalmetural.ru
Россия,Пятигорск,https://pyatigorsk.stalmetural.ru,pyatigorsk@stalmetural.ru
Россия,Новый Уренгой,https://novyy-urengoy.stalmetural.ru,nu@stalmetural.ru
Россия,Ноябрьск,https://noyabrsk.stalmetural.ru,noyabrsk@stalmetural.ru
Россия,Донецк,https://donetsk.stalmetural.ru,donetsk@stalmetural.ru
Россия,Мариуполь,https://mariupol.stalmetural.ru,mariupol@stalmetural.ru
Россия,Луганск,https://lugansk.stalmetural.ru,lugansk@stalmetural.ru
Россия,Мелитополь,https://melitopol.stalmetural.ru,melitopol@stalmetural.ru
Казахстан,Алматы,https://stalmetural.kz,almaty@stalmetural.kz
Беларусь,Минск,https://stalmetural.by,minsk@stalmetural.by
Кыргызстан,Бишкек,https://stalmetural.kg,bishkek@stalmetural.kg
Кыргызстан,Ош,https://osh.stalmetural.kg,osh@stalmetural.kg
Узбекистан,Ташкент,https://stalmetural.uz,tashkent@stalmetural.uz
Азербайджан,Баку,https://smg.az,baku@smg.az
Армения,Ереван,https://stalmetural.am,erevan@stalmetural.am
Армения,Steelgroup,https://steelgroup.az,info@steelgroup.az
