domain,city,phone_seo,phone_ad,phone_common,all_phones,email,address,country,telegram,whatsapp,yandex_map_url,twogis_map_url,google_map_url
rostov-na-donu.inmetprom.ru,Ростов-на-Дону,,,+7 (863) 206-66-28,8632066628;9662066628,rostov@inmetprom.ru,"Очаковская улица, 39",Россия,imp_manager8,7 (903) 411-64-28,https://yandex.ru/maps/org/inmetprom/206665016622/,https://2gis.ru/rostov/firm/70000001093091073,
krasnodar.inmetprom.ru,Краснодар,+7 (861) 944-16-88,+7 (861) 944-17-67,+7 (861) 944-64-28,8619446428;9034116428;8619441767;9034111767;8619441688,krasnodar@inmetprom.ru,"улица Коммунаров, 31/1",Россия,imp_manager8,7 (903) 411-64-28,https://yandex.ru/maps/org/inmetprom/201382663287/,https://2gis.ru/krasnodar/firm/70000001092842842,
omsk.inmetprom.ru,Омск,,,+7 (381) 263-38-19,3812633819;9620583819,omsk@inmetprom.ru,"Кемеровская улица, 121",Россия,imp_manager2,7 (963) 452-32-49,https://yandex.ru/maps/org/inmetprom/197663701266/,https://2gis.ru/omsk/firm/70000001093346790,
voronezh.inmetprom.ru,Воронеж,,,+7 (473) 251-63-88,4732516388;9036516388,voronezh@inmetprom.ru,"Московский проспект, 4",Россия,imp_manager5,7 (903) 755-38-06,https://yandex.ru/maps/org/inmetprom/220272453215/,https://2gis.ru/voronezh/firm/70000001093346879,
perm.inmetprom.ru,Пермь,+7 (342) 259-19-88,+7 (342) 259-27-70,+7 (342) 259-20-56,3422592056;9641902056;3422592770;9641902770;3422591988,perm@inmetprom.ru,"улица Чкалова, 9",Россия,imp_manager3,7 (909) 060-61-97,https://yandex.ru/maps/org/inmetprom/123999283174/,https://2gis.ru/perm/firm/70000001093347457,
volgograd.inmetprom.ru,Волгоград,,,+7 (844) 260-58-86,8442605886;9627595886,volgograd@inmetprom.ru,"улица Канунникова, 6/1",Россия,imp_manager8,7 (903) 411-64-28,https://yandex.ru/maps/org/inmetprom/47284337399/,https://2gis.ru/volgograd/firm/70000001094635636,
donetsk.inmetprom.ru,Донецк,,,+7 (903) 755-36-28,9037553628,doneck@inmetprom.ru,"улица Фёдора Зайцева, 46А",Россия,imp_manager8,7 (903) 411-64-28,,,
saratov.inmetprom.ru,Саратов,,,+7 (845) 253-12-30,8452531230;9033281230,saratov@inmetprom.ru,"Ново-Астраханское шоссе, 1",Россия,imp_manager9,7 (962) 611-16-88,https://yandex.ru/maps/org/inmetprom/22986270316/,https://2gis.ru/saratov/firm/70000001094644080,
tyumen.inmetprom.ru,Тюмень,+7 (345) 253-13-19,+7 (345) 253-02-78,+7 (345) 253-32-49,3452533249;9634523249;3452530278;9634520278;3452531319,tyumen@inmetprom.ru,"улица 30 лет Победы, 38А",Россия,imp_manager2,7 (963) 452-32-49,https://yandex.ru/maps/org/inmetprom/219313444587/,https://2gis.ru/tyumen/firm/70000001094649448,
tolyatti.inmetprom.ru,Тольятти,,,+7 (848) 241-16-88,8482411688;9626111688,tolyatti@inmetprom.ru,"улица Автостроителей, 68А",Россия,imp_manager9,7 (962) 611-16-88,https://yandex.ru/maps/org/inmetprom/68578099282/,https://2gis.ru/togliatti/firm/70000001094648861,
mahachkala.inmetprom.ru,Махачкала,,,+7 (903) 755-36-28,9037553628,mahachkala@inmetprom.ru,"улица Эльзы Ибрагимовой, 2",Россия,imp_manager8,7 (903) 411-64-28,https://yandex.ru/maps/org/inmetprom/116437650235/,https://2gis.ru/makhachkala/firm/70000001094704264,
barnaul.inmetprom.ru,Барнаул,,,+7 (385) 225-16-80,3852251680;9039476680,barnaul@inmetprom.ru,"проспект Калинина, 116/1",Россия,imp_manager2,7 (963) 452-32-49,https://yandex.ru/maps/org/inmetprom/40983413292/,https://2gis.ru/barnaul/firm/70000001094668256,
izhevsk.inmetprom.ru,Ижевск,,,+7 (341) 290-61-97,3412906197;9090606197,izhevsk@inmetprom.ru,"улица Азина, 1",Россия,imp_manager3,7 (909) 060-61-97,https://yandex.ru/maps/org/inmetprom/17801491207/,https://2gis.ru/izhevsk/firm/70000001094675072,
habarovsk.inmetprom.ru,Хабаровск,,,+7 (421) 268-06-65,4212680665;9098020665,khabarovsk@inmetprom.ru,"Большая улица, 88",Россия,imp_manager2,7 (963) 452-32-49,https://yandex.ru/maps/org/inmetprom/31488420271/,отказали,
ulyanovsk.inmetprom.ru,Ульяновск,,,+7 (842) 273-00-16,8422730016;9053490016,ulianovsk@inmetprom.ru,"1-й переулок Мира, 2",Россия,imp_manager6,7 (963) 230-68-80,https://yandex.ru/maps/org/inmetprom/144703553208/,https://2gis.ru/ulyanovsk/firm/70000001094681972,
irkutsk.inmetprom.ru,Иркутск,,,+7 (395) 293-06-68,3952930668;9642180668,irkutsk@inmetprom.ru,"Байкальская улица, 105А",Россия,imp_manager2,7 (963) 452-32-49,https://yandex.ru/maps/org/inmetprom/182281132489/,отказали,
vladivostok.inmetprom.ru,Владивосток,,,+7 (423) 254-01-18,4232540118;9025240118,vladivostok@inmetprom.ru,"Запорожская улица, 77",Россия,imp_manager2,7 (963) 452-32-49,https://yandex.ru/maps/org/inmetprom/30109524759/,https://2gis.ru/vladivostok/firm/70000001094695672,
yaroslavl.inmetprom.ru,Ярославль,,,+7 (485) 259-50-88,4852595088;9066395088,yaroslavl@inmetprom.ru,"Полиграфическая улица, 27/97",Россия,imp_manager9,7 (962) 611-16-88,https://yandex.ru/maps/org/inmetprom/194750249004/,отказали,
sevastopol.inmetprom.ru,Севастополь,,,+7 (869) 288-98-68,8692889868,krym@inmetprom.ru,"улица Маршала Бирюзова, 42",Россия,imp_manager8,7 (903) 411-64-28,https://yandex.ru/maps/org/inmetprom/167396882195/,https://2gis.ru/sevastopol/firm/70000001094809001,
stavropol.inmetprom.ru,Ставрополь,,,+7 (865) 269-28-86,8652692886;9064792886,stavropol@inmetprom.ru,"улица Доваторцев, 30Б",Россия,imp_manager8,7 (903) 411-64-28,https://yandex.ru/maps/org/inmetprom/33514604614/,https://2gis.ru/stavropol/firm/70000001094809538,
kemerovo.inmetprom.ru,Кемерово,,,+7 (384) 224-01-60,3842240160;9618660160,kemerovo@inmetprom.ru,"улица Шестакова, 6",Россия,imp_manager2,7 (963) 452-32-49,https://yandex.ru/maps/org/inmetprom/176814952301/,https://2gis.ru/kemerovo/firm/70000001095049998,
tomsk.inmetprom.ru,Томск,,,+7 (382) 222-69-84,3822226984;9039556984,tomsk@inmetprom.ru,"Энергетическая улица, 6А",Россия,imp_manager2,7 (963) 452-32-49,https://yandex.ru/maps/org/inmetprom/157210536305/,отказали,
naberezhnye-chelny.inmetprom.ru,Набережные челны,,,+7 (855) 220-03-53,8552200353;9673790353,naberezhnye-chelny@inmetprom.ru,"Сармановский тракт, 56",Россия,imp_manager6,7 (963) 230-68-80,https://yandex.ru/maps/org/inmetprom/22915153622/,https://2gis.ru/nabchelny/firm/70000001094705548,
orenburg.inmetprom.ru,Оренбург,,,+7 (353) 220-08-85,3532200885;9033600885,orenburg@inmetprom.ru,"улица Цвиллинга, 46",Россия,imp_manager9,7 (962) 611-16-88,https://yandex.ru/maps/org/inmetprom/151312505937/,https://2gis.ru/orenburg/firm/70000001095024213,
novokuznetsk.inmetprom.ru,Новокузнецк,,,+7 (384) 358-33-79,3843583379;9618663379,novokuzneck@inmetprom.ru,"Колхозный проезд, 1",Россия,imp_manager2,7 (963) 452-32-49,https://yandex.ru/maps/org/inmetprom/90397533130/,https://2gis.ru/novokuznetsk/firm/70000001094804711,
ryazan.inmetprom.ru,Рязань,,,+7 (491) 299-06-88,4912990688;9038390688,ryazan@inmetprom.ru,"Московское шоссе, 39к5",Россия,imp_manager5,7 (903) 755-38-06,https://yandex.ru/maps/org/inmetprom/33082301170/,https://2gis.ru/ryazan/firm/70000001094769972,
cheboksary.inmetprom.ru,Чебоксары,,,+7 (835) 248-09-38,8352480938;9033220938,cheboksary@inmetprom.ru,"улица Правая Набережная Сугутки, 7",Россия,imp_manager6,7 (963) 230-68-80,https://yandex.ru/maps/org/inmetprom/182976379048/,https://2gis.ru/cheboksary/firm/70000001094990545,
kaliningrad.inmetprom.ru,Калининград,,,+7 (401) 237-60-86,4012376086;9062376086,kaliningrad@inmetprom.ru,"Ленинский проспект, 131",Россия,imp_manager7,7 (906) 237-60-86,https://yandex.ru/maps/org/inmetprom/8765466737/,https://2gis.ru/kaliningrad/firm/70000001094737721,
penza.inmetprom.ru,Пенза,,,+7 (841) 230-08-89,8412300889;9033230889,penza@inmetprom.ru,"Московская улица, 29",Россия,imp_manager6,7 (963) 230-68-80,https://yandex.ru/maps/org/inmetprom/210103603217/,https://2gis.ru/penza/firm/70000001094985956,
lipetsk.inmetprom.ru,Липецк,,,+7 (474) 237-78-60,4742377860;9036437860,lipetsk@inmetprom.ru,"площадь Плеханова, 3",Россия,imp_manager9,7 (962) 611-16-88,https://yandex.ru/maps/org/inmetprom/241589689796/,https://2gis.ru/lipetsk/firm/70000001094706165,
kirov.inmetprom.ru,Киров,,,+7 (833) 220-65-58,8332206558;9642506558,kirov@inmetprom.ru,"улица Володарского, 171",Россия,imp_manager6,7 (963) 230-68-80,https://yandex.ru/maps/org/inmetprom/165494082559/,https://2gis.ru/kirov/firm/70000001094993873,
astrahan.inmetprom.ru,Астрахань,,,+7 (851) 269-02-93,8512690293;9033216293,astrahan@inmetprom.ru,"Бахтемирская улица, 5",Россия,imp_manager8,7 (903) 411-64-28,https://yandex.ru/maps/org/inmetprom/242405068897/,отказали,
tula.inmetprom.ru,Тула,,,+7 (487) 271-68-18,4872716818;9674316818,tula@inmetprom.ru,"улица Мосина, 2В",Россия,imp_manager5,7 (903) 755-38-06,https://yandex.ru/maps/org/inmetprom/150175059435/,https://2gis.ru/tula/firm/70000001094736551,
sochi.inmetprom.ru,Сочи,,,+7 (862) 291-73-66,8622917366;9667757366,sochi@inmetprom.ru,"Московская улица, 22",Россия,imp_manager8,7 (903) 411-64-28,https://yandex.ru/maps/org/inmetprom/96283839246/,https://2gis.ru/sochi/firm/70000001095023701,
kursk.inmetprom.ru,Курск,,,+7 (471) 222-08-26,4712220826;9623800826,kursk@inmetprom.ru,"Верхняя Луговая улица, 24",Россия,imp_manager5,7 (903) 755-38-06,https://yandex.ru/maps/org/inmetprom/40923412258/,https://2gis.ru/kursk/firm/70000001095149690,
ulan-ude.inmetprom.ru,Улан-Удэ,,,+7 (395) 293-06-68,3952930668;9642180668,ulan-ude@inmetprom.ru,"улица Кирова, 26",Россия,imp_manager2,7 (963) 452-32-49,,,
mariupol.inmetprom.ru,Мариуполь,,,+7 (903) 755-36-28,9037553628,mariupol@inmetprom.ru,"улица Апатова, 136",Россия,imp_manager8,7 (903) 411-64-28,,,
surgut.inmetprom.ru,Сургут,,,+7 (346) 270-58-68,3462705868;9088905868,surgut@inmetprom.ru,"улица 30 лет Победы, 44/А",Россия,imp_manager2,7 (963) 452-32-49,https://yandex.ru/maps/org/inmetprom/76042521734/,https://2gis.ru/surgut/firm/70000001094978520,
tver.inmetprom.ru,Тверь,,,+7 (482) 241-76-67,4822417667;9036317667,tver@inmetprom.ru,"Старицкое шоссе, 15",Россия,imp_manager6,7 (963) 230-68-80,https://yandex.ru/maps/org/inmetprom/111515741565/,https://2gis.ru/tver/firm/70000001094997516,
lugansk.inmetprom.ru,Луганск,,,+7 (903) 755-36-28,9037553628,lugansk@inmetprom.ru,"Советская улица, 48",Россия,imp_manager8,7 (903) 411-64-28,,,
magnitogorsk.inmetprom.ru,Магнитогорск,,,+7 (351) 223-63-80,3512236380;9191236380,magnitogorsk@inmetprom.ru,"проспект Ленина, 89",Россия,imp_manager4,7 (919) 123-63-80,https://yandex.ru/maps/org/inmetprom/85350393514/,отказали,
bryansk.inmetprom.ru,Брянск,,,+7 (483) 237-08-81,4832370881;9051770881,bryansk@inmetprom.ru,"Красноармейская улица, 126",Россия,imp_manager6,7 (963) 230-68-80,https://yandex.ru/maps/org/inmetprom/200380649593/,https://2gis.ru/bryansk/firm/70000001094746419,
yakutsk.inmetprom.ru,Якутск,,,+7 (411) 224-02-16,4112240216;9681540216,yakutsk@inmetprom.ru,"улица Орджоникидзе, 20",Россия,imp_manager2,7 (963) 452-32-49,https://yandex.ru/maps/org/inmetprom/37439592778/,отказали,
nizhniy-tagil.inmetprom.ru,Нижний Тагил,,,+7 (343) 202-38-68,3432023868;9506313868,nizhniy-tagil@inmetprom.ru,"улица Ильича, 1",Россия,imp_manager9,7 (962) 611-16-88,,,
ivanovo.inmetprom.ru,Иваново,,,+7 (493) 234-31-96,4932343196;9051093196,ivanovo@inmetprom.ru,"Лежневская улица, 183",Россия,imp_manager5,7 (903) 755-38-06,https://yandex.ru/maps/org/inmetprom/72231552261/,https://2gis.ru/ivanovo/firm/70000001094808548,
simferopol.inmetprom.ru,Симферополь,,,+7 (869) 288-98-68,8692889868,simferopol@inmetprom.ru,"Севастопольская улица, 62Б",Россия,imp_manager8,7 (903) 411-64-28,,,
vladimir.inmetprom.ru,Владимир,,,+7 (903) 755-36-28,9037553628,vladimir@inmetprom.ru,"улица Мира, 61А",Россия,imp_manager5,7 (903) 755-38-06,https://yandex.ru/maps/org/inmetprom/8437966924/,https://2gis.ru/vladimir/firm/70000001094747962,
chita.inmetprom.ru,Чита,,,+7 (302) 224-53-06,3022245306;9681605306,chita@inmetprom.ru,"улица 9 Января, 6",Россия,imp_manager2,7 (963) 452-32-49,https://yandex.ru/maps/org/inmetprom/200179438473/,отказали,
kaluga.inmetprom.ru,Калуга,,,+7 (484) 259-51-86,4842595186;9036365186,kaluga@inmetprom.ru,"улица Плеханова, 67",Россия,imp_manager5,7 (903) 755-38-06,https://yandex.ru/maps/org/inmetprom/47214179455/,https://2gis.ru/kaluga/firm/70000001094744115,
belgorod.inmetprom.ru,Белгород,,,+7 (472) 277-08-66,4722770866;9623070866,belgorod@inmetprom.ru,"улица Мичурина, 56",Россия,imp_manager5,7 (903) 755-38-06,https://yandex.ru/maps/org/inmetprom/201760978852/,https://2gis.ru/belgorod/firm/70000001095184872,
saransk.inmetprom.ru,Саранск,,,+7 (831) 213-68-80,8312136880;9632306880,saransk@inmetprom.ru,"улица Терешковой, 7А",Россия,imp_manager6,7 (963) 230-68-80,,,
volzhskiy.inmetprom.ru,Волжский,,,+7 (844) 260-58-86,8442605886;9627595886,volzhskiy@inmetprom.ru,"бульвар Профсоюзов, 30А",Россия,imp_manager8,7 (903) 411-64-28,,,
cherepovets.inmetprom.ru,Череповец,,,+7 (817) 256-95-88,8172569588;9636469588,cherepovets@inmetprom.ru,"улица Стройиндустрии, 4с2",Россия,imp_manager5,7 (903) 755-38-06,,,
vologda.inmetprom.ru,Вологда,,,+7 (817) 256-95-88,8172569588;9636469588,vologda@inmetprom.ru,"улица Герцена, 56",Россия,imp_manager5,7 (903) 755-38-06,https://yandex.ru/maps/org/inmetprom/119093344306/,https://2gis.ru/vologda/firm/70000001094809591,
vladikavkaz.inmetprom.ru,Владикавказ,,,+7 (865) 269-28-86,8652692886;9064792886,vladikavkaz@inmetprom.ru,"Московская улица, 14",Россия,imp_manager8,7 (903) 411-64-28,,,
smolensk.inmetprom.ru,Смоленск,,,+7 (481) 263-02-69,4812630269;9036490269,smolensk@inmetprom.ru,"улица Чаплина, 12",Россия,imp_manager5,7 (903) 755-38-06,https://yandex.ru/maps/org/inmetprom/235731032204/,отказали,
kurgan.inmetprom.ru,Курган,,,+7 (352) 222-77-36,3522227736;9658657736,kurgan@inmetprom.ru,"Половинская улица, 10А",Россия,imp_manager2,7 (963) 452-32-49,https://yandex.ru/maps/org/inmetprom/159875028091/,https://2gis.ru/kurgan/firm/70000001094802280,
arhangelsk.inmetprom.ru,Архангельск,,,+7 (818) 246-01-69,8182460169;9095560169,arhangelsk@inmetprom.ru,"Троицкий проспект, 65",Россия,imp_manager7,7 (906) 237-60-86,https://yandex.ru/maps/org/inmetprom/220771564977/,https://2gis.ru/arkhangelsk/firm/70000001095149831,
oryol.inmetprom.ru,Орёл,,,+7 (486) 278-01-69,4862780169;9036370169,orel@inmetprom.ru,"1-я Курская улица, 27",Россия,imp_manager5,7 (903) 755-38-06,https://yandex.ru/maps/org/inmetprom/227571263311/,отказали,
nizhnevartovsk.inmetprom.ru,Нижневартовск,,,+7 (346) 667-66-53,3466676653;9678976653,nizhnevartovsk@inmetprom.ru,"улица Кузоваткина, 5с8",Россия,imp_manager2,7 (963) 452-32-49,https://yandex.ru/maps/org/inmetprom/134137912279/,https://2gis.ru/nizhnevartovsk/firm/70000001094812344,
sterlitamak.inmetprom.ru,Стерлитамак,,,+7 (347) 299-64-67,3472996467;9608006467,sterlitamak@inmetprom.ru,"Коммунистическая улица, 51",Россия,imp_manager9,7 (962) 611-16-88,,,
groznyy.inmetprom.ru,Грозный,,,+7 (865) 269-28-86,8652692886;9064792886,groznyy@inmetprom.ru,"проспект Ахмат-Хаджи Абдулхамидовича Кадырова, 224/1",Россия,imp_manager8,7 (903) 411-64-28,,,
murmansk.inmetprom.ru,Мурманск,,,+7 (815) 260-02-79,8152600279;9646800279,murmansk@inmetprom.ru,"улица Коминтерна, 5",Россия,imp_manager7,7 (906) 237-60-86,https://yandex.ru/maps/org/inmetprom/208006080845/,https://2gis.ru/murmansk/firm/70000001094702189,
kostroma.inmetprom.ru,Кострома,,,+7 (494) 230-02-13,4942300213;9036346213,kostroma@inmetprom.ru,"проспект Мира, 21",Россия,imp_manager5,7 (903) 755-38-06,https://yandex.ru/maps/org/inmetprom/47286258433/,отказали,
komsomolsk-na-amure.inmetprom.ru,Комсомольск-на-Амуре,,,+7 (421) 268-06-65,4212680665;9098020665,komsomolsk-na-amure@inmetprom.ru,"улица Парижской Коммуны, 28",Россия,imp_manager2,7 (963) 452-32-49,,,
petrozavodsk.inmetprom.ru,Петрозаводск,,,+7 (812) 983-53-36,8129835336;9602835336,petrozavodsk@inmetprom.ru,"Лесной проспект, 51",Россия,imp_manager7,7 (906) 237-60-86,,,
novorossiysk.inmetprom.ru,Новороссийск,,,+7 (861) 767-46-09,8617674609;9054774609,novorossijsk@inmetprom.ru,"Анапское шоссе, 15",Россия,imp_manager8,7 (903) 411-64-28,https://yandex.ru/maps/org/inmetprom/101517591054/,https://2gis.ru/novorossiysk/firm/70000001094804068,
tambov.inmetprom.ru,Тамбов,,,+7 (475) 243-53-79,4752435379;9641355379,tambov@inmetprom.ru,"Коммунальная улица, 21А",Россия,imp_manager5,7 (903) 755-38-06,https://yandex.ru/maps/org/inmetprom/119724944335/,https://2gis.ru/tambov/firm/70000001094709637,
yoshkar-ola.inmetprom.ru,Йошкар-Ола,,,+7 (843) 253-28-86,8432532886;9033052886,yoshkar-ola@inmetprom.ru,"улица Чехова, 61",Россия,imp_manager6,7 (963) 230-68-80,,,
bratsk.inmetprom.ru,Братск,,,+7 (395) 293-06-68,3952930668;9642180668,bratsk@inmetprom.ru,"улица БЛПК, 9А",Россия,imp_manager2,7 (963) 452-32-49,,,
taganrog.inmetprom.ru,Таганрог,,,+7 (863) 206-66-28,8632066628;9662066628,taganrog@inmetprom.ru,"Октябрьская улица, 17",Россия,imp_manager8,7 (903) 411-64-28,https://yandex.ru/maps/org/inmetprom/47699256636/,https://2gis.ru/taganrog/firm/70000001095057211,
dzerzhinsk.inmetprom.ru,Дзержинск,,,+7 (831) 213-68-80,8312136880;9632306880,dzerzhinsk@inmetprom.ru,"проспект Ленинского Комсомола, 48",Россия,imp_manager6,7 (963) 230-68-80,,,
shahty.inmetprom.ru,Шахты,,,+7 (863) 206-66-28,8632066628;9662066628,shahty@inmetprom.ru,"Пролетарская улица, 188",Россия,imp_manager8,7 (903) 411-64-28,,,
nalchik.inmetprom.ru,Нальчик,,,+7 (865) 269-28-86,8652692886;9064792886,nalchik@inmetprom.ru,"улица Чернышевского, 180А",Россия,imp_manager8,7 (903) 411-64-28,,,
blagoveshchensk.inmetprom.ru,Благовещенск,,,+7 (416) 235-91-53,4162359153;9098169153,blagoveshchensk@inmetprom.ru,"Набережная улица, 32",Россия,imp_manager2,7 (963) 452-32-49,https://yandex.ru/maps/org/inmetprom/40325869498/,https://2gis.ru/blagoveshensk/firm/70000001094753900,
orsk.inmetprom.ru,Орск,,,+7 (353) 220-08-85,3532200885;9033600885,orsk@inmetprom.ru,"улица Металлистов, 1",Россия,imp_manager9,7 (962) 611-16-88,,,
nizhnekamsk.inmetprom.ru,Нижнекамск,,,+7 (843) 253-28-86,8432532886;9033052886,nizhnekamsk@inmetprom.ru,"проспект Химиков, 45А",Россия,imp_manager6,7 (963) 230-68-80,,,
angarsk.inmetprom.ru,Ангарск,,,+7 (395) 293-06-68,3952930668;9642180668,angarsk@inmetprom.ru,"улица Чайковского, 1А",Россия,imp_manager2,7 (963) 452-32-49,,,
korolyov.inmetprom.ru,Королёв,,,+7 (495) 755-36-28,4957553628;9037553628,info@inmetprom.ru,"улица Богомолова, 3А",Россия,imp_manager5,7 (903) 755-38-06,,,
novgorod.inmetprom.ru,Великий Новгород,,,+7 (816) 268-61-86,8162686186;9633686186,velikij-novgorod@inmetprom.ru,"улица Химиков, 13",Россия,imp_manager5,7 (903) 755-38-06,https://yandex.ru/maps/org/inmetprom/52901429910/,https://2gis.ru/v_novgorod/firm/70000001095125750,
staryy-oskol.inmetprom.ru,Старый Оскол,,,+7 (472) 277-08-66,4722770866;9623070866,staryy-oskol@inmetprom.ru,"Комсомольский проспект, 73",Россия,imp_manager5,7 (903) 755-38-06,,,
syktyvkar.inmetprom.ru,Сыктывкар,,,+7 (821) 225-13-69,8212251369;9658601369,syktyvkar@inmetprom.ru,"Интернациональная улица, 131",Россия,imp_manager9,7 (962) 611-16-88,https://yandex.ru/maps/org/inmetprom/129031860680/,https://2gis.ru/syktyvkar/firm/70000001094805007,
balashiha.inmetprom.ru,Балашиха,,,+7 (495) 755-36-28,4957553628;9037553628,balashiha@inmetprom.ru,"Новая улица, 22А",Россия,imp_manager5,7 (903) 755-38-06,,,
prokopevsk.inmetprom.ru,Прокопьевск,,,+7 (384) 224-01-60,3842240160;9618660160,prokopevsk@inmetprom.ru,"Институтская улица, 106А",Россия,imp_manager2,7 (963) 452-32-49,,,
himki.inmetprom.ru,Химки,,,+7 (495) 755-36-28,4957553628;9037553628,himki@inmetprom.ru,"Московская улица, 14А",Россия,imp_manager5,7 (903) 755-38-06,,,
pskov.inmetprom.ru,Псков,,,+7 (812) 983-53-36,8129835336;9602835336,pskov@inmetprom.ru,"Индустриальная улица, 9/1к",Россия,imp_manager7,7 (906) 237-60-86,,,
biysk.inmetprom.ru,Бийск,,,+7 (385) 225-16-80,3852251680;9039476680,biysk@inmetprom.ru,"Советская улица, 212/2",Россия,imp_manager2,7 (963) 452-32-49,,,
engels.inmetprom.ru,Энгельс,,,+7 (845) 253-12-30,8452531230;9033281230,engels@inmetprom.ru,"проспект Фридриха Энгельса, 11А",Россия,imp_manager9,7 (962) 611-16-88,,,
rybinsk.inmetprom.ru,Рыбинск,,,+7 (485) 259-50-88,4852595088;9066395088,rybinsk@inmetprom.ru,"проспект Ленина, 156А",Россия,imp_manager9,7 (962) 611-16-88,,,
balakovo.inmetprom.ru,Балаково,,,+7 (845) 253-12-30,8452531230;9033281230,balakovo@inmetprom.ru,"улица Академика Жук, 10А",Россия,imp_manager9,7 (962) 611-16-88,,,
severodvinsk.inmetprom.ru,Северодвинск,,,+7 (818) 246-01-69,8182460169;9095560169,severodvinsk@inmetprom.ru,"улица Плюснина, 11",Россия,imp_manager5,7 (903) 755-38-06,,,
