domain,city,phone_seo,phone_ad,phone_common,all_phones,email,address,country,telegram,whatsapp,yandex_map_url,twogis_map_url,google_map_url
kaliningrad.stalmetural.ru,Калининград,,7 (962) 388-79-12,7 (401) 237-63-68,4012376368;9062376368;9623887912;9030846889,kaliningrad@stalmetural.ru,"улица ​Фрунзе, 6в",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/242745077439/,https://2gis.ru/kaliningrad/firm/70000001061171670/,
penza.stalmetural.ru,Пенза,,7 (962) 388-79-12,7 (841) 229-18-86,8412291886;9631091886;9623887912;9030846889,penza@stalmetural.ru,"​улица Максима Горького, 34/56",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/3917046611/,https://2gis.ru/penza/firm/70000001061165014/,
lipetsk.stalmetural.ru,Липецк,,7 (962) 388-79-12,7 (474) 290-50-56,4742905056;9623505056;9623887912;9031303669,lipeck@stalmetural.ru,"площадь Петра Великого, 5",Россия,smu_manager2,7-903-130-36-69,https://yandex.ru/maps/org/stalmetural/215418235431/,https://2gis.ru/lipetsk/firm/70000001061163836/,
kirov.stalmetural.ru,Киров,,7 (962) 388-79-12,7 (833) 220-55-57,8332205557;9642505557;9623887912;9030846889,kirov@stalmetural.ru,"улица Профсоюзная, 1",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/195480915352/,https://2gis.ru/kirov/firm/70000001061169403/,
astrahan.stalmetural.ru,Астрахань,,7 (962) 388-79-12,7 (851) 228-39-98,8512283998;9678383998;9623887912,astr@stalmetural.ru,"улица Победы, 41",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/159864649139/,https://2gis.ru/astrakhan/firm/70000001060438155/,
tula.stalmetural.ru,Тула,,7 (962) 388-79-12,7 (487) 238-56-68,4872385668;9038405668;9623887912;9031303669,tula@stalmetural.ru,"проспект Красноармейский, 7",Россия,smu_manager2,7-903-130-36-69,https://yandex.ru/maps/org/stalmetural/241791752486/,https://2gis.ru/tula/firm/70000001061163279/,
sochi.stalmetural.ru,Сочи,,7 (962) 388-79-12,7 (862) 259-03-36,8622590336;9667790336;9623887912;9030846889,sochi@stalmetural.ru,"улица ​Навагинская, 7",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/144807514064/,https://2gis.ru/sochi/firm/70000001061189219/,
kursk.stalmetural.ru,Курск,,7 (962) 388-79-12,7 (471) 222-06-65,4712220665;9623800665;9623887912;9031303669,kursk@stalmetural.ru,"улица Радищева, 5",Россия,smu_manager2,7-903-130-36-69,https://yandex.ru/maps/org/stalmetural/200358419533/,https://2gis.ru/kursk/firm/70000001083294197/,
surgut.stalmetural.ru,Сургут,,7 (962) 388-79-12,7 (346) 231-03-77,3462310377;9634920377;9623887912;9030846889,surgut@stalmetural.ru,"улица 50 лет ВЛКСМ, 1",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/96920197977/,https://2gis.ru/surgut/firm/70000001065136652/,"https://www.google.com/maps/place/%D0%A1%D1%82%D0%B0%D0%BB%D1%8C%D0%BC%D0%B5%D1%82%D1%83%D1%80%D0%B0%D0%BB/@61.2545388,73.3987987,17z/data=!3m1!4b1!4m6!3m5!1s0x43739745d3a30605:0x9e76f1a1c0d2990f!8m2!3d61.2545388!4d73.401379!16s%2Fg%2F12hkljp4y?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
tver.stalmetural.ru,Тверь,,7 (962) 388-79-12,7 (482) 268-03-66,4822680366;9038080366;9623887912;9031303669,tver@stalmetural.ru,"улица Новоторжская, 18к1",Россия,smu_manager2,7-903-130-36-69,https://yandex.ru/maps/org/stalmetural/135893396594,https://2gis.ru/tver/firm/70000001092519644,
magnitogorsk.stalmetural.ru,Магнитогорск,,7 (962) 388-79-12,7 (351) 216-65-51,3512166551;9624876551;9623887912;9030846889,magnitogorsk@stalmetural.ru,"​проспект Ленина, 94а",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/6832131523/,https://2gis.ru/magnitogorsk/firm/70000001061164000/,
bryansk.stalmetural.ru,Брянск,,7 (962) 388-79-12,7 (483) 237-01-08,4832370108;9051770108;9623887912;9031303669,bryansk@stalmetural.ru,"улица ​Бежицкая, 286",Россия,smu_manager2,7-903-130-36-69,https://yandex.ru/maps/org/stalmetural/147599160636/,,
yakutsk.stalmetural.ru,Якутск,,7 (962) 388-79-12,7 (411) 224-06-68,4112240668;9681540668;9623887912;9039000660,yakutsk@stalmetural.ru,"улица Кирова, 18 блок В",Россия,smu_manager3,7-903-900-06-60,https://yandex.ru/maps/org/stalmetural/178629597919/,https://2gis.ru/yakutsk/firm/70000001061178037/,
ivanovo.stalmetural.ru,Иваново,,7 (962) 388-79-12,7 (493) 234-30-83,4932343083;9051093083;9623887912;9030846889,ivanovo@stalmetural.ru,"проспект Шереметьевский, 85Г",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/49538817508/,https://2gis.ru/ivanovo/firm/70000001061169780/,
vladimir.stalmetural.ru,Владимир,,7 (962) 388-79-12,7 (903) 084-68-89,9030846889;9623887912,vladimir@stalmetural.ru,"улица Большая Нижегородская, 34Б",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/88020615771/,,
chita.stalmetural.ru,Чита,,7 (962) 388-79-12,7 (302) 224-56-66,3022245666;9681605666;9623887912;9039000660,chita@stalmetural.ru,"улица Шилова, 35А",Россия,smu_manager3,7-903-900-06-60,https://yandex.ru/maps/org/stalmetural/25947570864/,https://2gis.ru/chita/firm/70000001061178082/,
kaluga.stalmetural.ru,Калуга,,7 (962) 388-79-12,7 (484) 259-58-86,4842595886;9036365886;9623887912;9031303669,kaluga@stalmetural.ru,"улица Ленина, 102а",Россия,smu_manager2,7-903-130-36-69,https://yandex.ru/maps/org/stalmetural/40764560417/,https://2gis.ru/kaluga/firm/70000001061167814/,
belgorod.stalmetural.ru,Белгород,,7 (962) 388-79-12,7 (472) 277-06-33,4722770633;9623070633;9623887912;9030846889,belgorod@stalmetural.ru,"улица Князя Трубецкого, 24",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/130797066235/,https://2gis.ru/belgorod/firm/70000001060446043/,
vologda.stalmetural.ru,Вологда,,7 (962) 388-79-12,7 (817) 256-95-58,8172569558;9636469558;9623887912;9030846889,vologda@stalmetural.ru,"улица ​Ленинградская, 150а",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/101838610682/,https://2gis.ru/vologda/firm/70000001061163433/,"https://www.google.com/maps/place/%D0%A1%D1%82%D0%B0%D0%BB%D1%8C%D0%BC%D0%B5%D1%82%D1%83%D1%80%D0%B0%D0%BB/@59.202033,39.8226786,17z/data=!3m1!4b1!4m6!3m5!1s0x46ae970382a7ef05:0xb4c94c28071edd8a!8m2!3d59.202033!4d39.8252589!16s%2Fg%2F11s3fxytlz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
smolensk.stalmetural.ru,Смоленск,,7 (962) 388-79-12,7 (481) 263-06-86,4812630686;9036490686;9623887912;9031303669,smolensk@stalmetural.ru,"улица Воробьёва, 13",Россия,smu_manager2,7-903-130-36-69,https://yandex.ru/maps/org/stalmetural/101206445426/,,
kurgan.stalmetural.ru,Курган,,7 (962) 388-79-12,7 (352) 222-78-66,3522227866;9623887912;9030846889,kurgan@stalmetural.ru,"улица Куйбышева, 12",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/35300536412/,https://2gis.ru/kurgan/firm/70000001061164106/,"https://www.google.com/maps/place/%D0%A1%D1%82%D0%B0%D0%BB%D1%8C%D0%BC%D0%B5%D1%82%D1%83%D1%80%D0%B0%D0%BB/@55.430298,65.3384647,17z/data=!3m1!4b1!4m6!3m5!1s0x43b7bda152f73c37:0x6869ced0e869c92c!8m2!3d55.430298!4d65.341045!16s%2Fg%2F11t33mq5_2?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
arhangelsk.stalmetural.ru,Архангельск,,7 (962) 388-79-12,7 (818) 242-46-64,8182424664;9632004664;9623887912,arhangelsk@stalmetural.ru,"улица Поморская, 7",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/5741493060/,https://2gis.ru/arkhangelsk/firm/70000001061203592/,
oryol.stalmetural.ru,Орёл,,7 (962) 388-79-12,7 (486) 278-48-86,4862784886;9624754886;9623887912,orel@stalmetural.ru,"улица ​Черкасская, 39",Россия,smu_manager2,7-903-130-36-69,https://yandex.ru/maps/org/stalmetural/188702920373/,https://2gis.ru/orel/firm/70000001061369160/,
nizhnevartovsk.stalmetural.ru,Нижневартовск,,7 (962) 388-79-12,7 (346) 667-66-08,3466676608;9678976608;9623887912;9030846889,nv@stalmetural.ru,"улица Индустриальная, 38",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/134117193766/,https://2gis.ru/nizhnevartovsk/firm/70000001026738794/,
murmansk.stalmetural.ru,Мурманск,,7 (962) 388-79-12,7 (815) 260-12-18,8152601218;9646801218;9623887912;9030846889,murmansk@stalmetural.ru,"​проспект Ленина, 43",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/172664017642/,https://2gis.ru/murmansk/firm/70000001061169450/,
kostroma.stalmetural.ru,Кострома,,7 (962) 388-79-12,7 (494) 230-03-38,4942300338;9036346338;9623887912;9030846889,kostroma@stalmetural.ru,"улица Ленина, 10",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/133698277407/,https://2gis.ru/kostroma/firm/70000001061161731/,
novorossiysk.stalmetural.ru,Новороссийск,,7 (962) 388-79-12,7 (861) 730-70-66,8617307066;9679307066;9623887912;9030846889,nvrsk@stalmetural.ru,"улица ​Леднёва, 5",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/225439264735/,https://2gis.ru/novorossiysk/firm/70000001061199732/,
tambov.stalmetural.ru,Тамбов,,7 (962) 388-79-12,7 (475) 243-51-66,4752435166;9641355166;9623887912;9030846889,tambov@stalmetural.ru,"улица ​Коммунальная, 21а",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/213964461482/,https://2gis.ru/tambov/firm/70000001061170289/,
taganrog.stalmetural.ru,Таганрог,,7 (962) 388-79-12,7 (863) 221-16-68,8632211668;9034011668;9623887912;9030846889,taganrog@stalmetural.ru,"улица Греческая, 2",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/9688785610/,https://2gis.ru/taganrog/firm/70000001061189712/,
blagoveshchensk.stalmetural.ru,Благовещенск,,7 (962) 388-79-12,7 (416) 237-96-33,4162379633;9098179633;9623887912;9039000660,blg@stalmetural.ru,"улица Зейская, 136",Россия,smu_manager3,7-903-900-06-60,https://yandex.ru/maps/org/stalmetural/40082372510/,,
novgorod.stalmetural.ru,Великий Новгород,,7 (962) 388-79-12,7 (816) 264-79-66,8162647966;9623887912,vnovgorod@stalmetural.ru,"улица Большая Санкт-Петербургская, 22",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/223424281709/,https://2gis.ru/v_novgorod/firm/70000001061281811/,
syktyvkar.stalmetural.ru,Сыктывкар,,7 (962) 388-79-12,7 (821) 225-12-66,8212251266;9634860266;9623887912;9030846889,syktyvkar@stalmetural.ru,"улица ​Гаражная, 9",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/206486140011/,https://2gis.ru/syktyvkar/firm/70000001061194495/,
abakan.stalmetural.ru,Абакан,,7 (962) 388-79-12,7 (390) 231-34-46,3902313446;9639546446;9623887912;9039000660,abakan@stalmetural.ru,"улица Чертыгашева, 148",Россия,smu_manager3,7-903-900-06-60,https://yandex.ru/maps/org/stalmetural/17648599690/,https://2gis.ru/abakan/firm/70000001061210520/,
yuzhno-sahalinsk.stalmetural.ru,Южно-Сахалинск,,7 (962) 388-79-12,7 (424) 244-32-11,4242443211;9621203211;9623887912,yuzhno-sahalinsk@stalmetural.ru,"улица Курильская, 38",Россия,smu_manager3,7-903-900-06-60,https://yandex.ru/maps/org/stalmetural/26709782529/,https://2gis.ru/yuzhnosakhalinsk/firm/70000001061171254/,
pyatigorsk.stalmetural.ru,Пятигорск,,7 (962) 388-79-12,7 (865) 240-48-80,8652404880;9624404880;9623887912;9030846889,pyatigorsk@stalmetural.ru,"​проспект Кирова, 36",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/199869272800/,https://2gis.ru/pyatigorsk/firm/70000001061202492/,
novyy-urengoy.stalmetural.ru,Новый Уренгой,,7 (962) 388-79-12,7 (345) 253-16-88,3452531688;9634521688;9623887912;9030846889,nu@stalmetural.ru,"улица Ямальская, 19",Россия,smu_manager,7-903-084-68-89,https://yandex.ru/maps/org/stalmetural/158562457429/,,
