domain,city,phone_seo,phone_ad,phone_common,all_phones,email,address,country,telegram,whatsapp,yandex_map_url,twogis_map_url,google_map_url
rostov.metpromintex.ru,Ростов-на-Дону,,,+7 (863) 301-06-68,8633010668,rostov@metpromintex.ru,"улица Вавилова, 49",Россия,,+7 (903) 411-64-58,https://yandex.ru/maps/org/metprominteks/41327273806/?ll=39.720349%2C47.222079&z=11.97,https://2gis.ru/rostov/firm/70000001081129463?m=39.682398%2C47.265682%2F16,
krasnodar.metpromintex.ru,Краснодар,,,+7 (861) 944-64-58,8619446458,krasnodar@metpromintex.ru,"улица имени Валерия Гассия, 10",Россия,,+7 (903) 411-64-58,https://yandex.ru/maps/org/metprominteks/79129942178/?display-text=%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B4%D0%B0%D1%80%20%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81&ll=38.985680%2C45.066115&mode=search&sctx=ZAAAAAgBEAAaKAoSCZjArbt5TE5AERlYx%2FFDa0xAEhIJTl5kAn6N3z8RkzoBTYQNwz8iBgABAgMEBSgKOABA2JwGSAFqAnJ1nQHNzEw9oAEAqAEAvQEl8VrNwgEGorGM5KYCggIt0LrRgNCw0YHQvdC%2B0LTQsNGAINC80LXRgtC%2F0YDQvtC80LjQvdGC0LXQutGBigIAkgICMzWaAgxkZXNrdG9wLW1hcHM%3D&sll=38.985680%2C45.066115&sspn=0.493011%2C0.192451&text=%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B4%D0%B0%D1%80%20%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81&z=12,,
omsk.metpromintex.ru,Омск,,,+7 (3812) 63-38-09,3812633809,omsk@metpromintex.ru,"проспект Губкина, 9",Россия,,+7 (962) 829-85-78,https://yandex.ru/maps/org/metprominteks/99042513897/?ll=73.378925%2C55.122774&mode=search&sctx=ZAAAAAgBEAAaKAoSCWub4nFRwFRAEbSPFfw2gEtAEhIJJzEIrBza9T8RjpWYZyWt2z8iBgABAgMEBSgKOABA6I4GSAFqAnJ1nQHNzEw9oAEAqAEAvQHIcJT3wgEG6aeT%2B%2FACggIj0L7QvNGB0Log0LzQtdGC0L%2FRgNC%2B0LzQuNC90YLQtdC60YGKAgCSAgI2NpoCDGRlc2t0b3AtbWFwcw%3D%3D&sll=73.378925%2C55.122774&sspn=2.731499%2C0.862269&text=%D0%BE%D0%BC%D1%81%D0%BA%20%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81&z=9.53,https://2gis.ru/omsk/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D0%BE%D0%BC%D1%81%D0%BA/firm/70000001076859560/73.263845%2C55.066136?m=73.26389%2C55.066159%2F17.64,
voronezh.metpromintex.ru,Воронеж,,,+7 (473) 251-66-80,4732516680,voronezh@metpromintex.ru,"Пограничная улица, 2А",Россия,,+7 (952) 148-04-93,,https://2gis.ru/voronezh/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D0%B2%D0%BE%D1%80%D0%BE%D0%BD%D0%B5%D0%B6/firm/70000001081102634?m=39.198685%2C51.661446%2F13.27,
perm.metpromintex.ru,Пермь,,,+7 (342) 259-20-26,3422592026,perm@metpromintex.ru,"улица Чернышевского, 28",Россия,,+7 (964) 190-20-26,https://yandex.ru/maps/org/metprominteks/11457141140/?ll=56.266634%2C57.998042&z=16,https://2gis.ru/perm/search/%D0%9C%D0%B5%D1%82%D0%9F%D1%80%D0%BE%D0%BC%D0%98%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D0%BF%D0%B5%D1%80%D0%BC%D1%8C/firm/70000001080962735/56.267285%2C57.984909?m=56.228322%2C58.010862%2F10.6,
volgograd.metpromintex.ru,Волгоград,,,+7 (844) 260-57-71,8442605771,volgograd@metpromintex.ru,"улица Скосырева, 5",Россия,,+7 (903) 411-64-58,,,
saratov.metpromintex.ru,Саратов,,,+7 (845) 253-11-57,8452531157,saratov@metpromintex.ru,"улица имени В.И. Чапаева, 59",Россия,,+7 (952) 148-04-93,https://yandex.ru/maps/org/metprominteks/17020848852/?ll=46.020288%2C51.532162&z=16,,
tumen.metpromintex.ru,Тюмень,,,+7 (3452) 53-32-51,3452533251,tyumen@metpromintex.ru,"улица Мельникайте, 112с3",Россия,,+7 (963) 452-32-51,,,
tolyatti.metpromintex.ru,Тольятти,,,+7 (800) 700-08-06,8007000806,info@metpromintex.ru,"улица Дзержинского, 74",Россия,,+7 (952) 148-04-93,https://yandex.ru/maps/org/metprominteks/99895424266/?ll=49.289230%2C53.537413&z=16,https://2gis.ru/togliatti/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D1%82%D0%BE%D0%BB%D1%8C%D1%8F%D1%82%D1%82%D0%B8/firm/70000001081105192?m=49.405177%2C53.534718%2F11.86,
barnaul.metpromintex.ru,Барнаул,,,+7 (385) 225-13-69,3852251369,barnaul@metpromintex.ru,"проспект Ленина, 69",Россия,,+7 (962) 829-85-78,https://yandex.ru/maps/org/metprominteks/111342071899/?ll=83.791735%2C53.358234&mode=search&sctx=ZAAAAAgBEAAaKAoSCZjArbt5TE5AERlYx%2FFDa0xAEhIJj3IwmwDD3j8RkzoBTYQNwz8iBgABAgMEBSgKOABA41dIAWI6cmVhcnI9c2NoZW1lX0xvY2FsL0dlb3VwcGVyL0FkdmVydHMvQ3VzdG9tTWF4YWR2L0VuYWJsZWQ9MWI6cmVhcnI9c2NoZW1lX0xvY2FsL0dlb3VwcGVyL0FkdmVydHMvQ3VzdG9tTWF4YWR2L01heGFkdj0xNWJEcmVhcnI9c2NoZW1lX0xvY2FsL0dlb3VwcGVyL0FkdmVydHMvQ3VzdG9tTWF4YWR2L1JlZ2lvbklkcz1bMSwxMDE3NF1iQHJlYXJyPXNjaGVtZV9Mb2NhbC9HZW91cHBlci9BZHZlcnRzL01heGFkdlRvcE1peC9NYXhhZHZGb3JNaXg9MTBqAnJ1nQHNzMw9oAEAqAEAvQEJ11OKwgEG2%2BCE5J4DggIp0LHQsNGA0L3QsNGD0Lsg0LzQtdGC0L%2FRgNC%2B0LzQuNC90YLQtdC60YGKAgCSAgMxOTeaAgxkZXNrdG9wLW1hcHM%3D&sll=83.791735%2C53.358234&sspn=0.421342%2C0.142417&text=%D0%B1%D0%B0%D1%80%D0%BD%D0%B0%D1%83%D0%BB%20%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81&z=12.19,https://2gis.ru/barnaul/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81/firm/70000001080794280/83.750978%2C53.378192?m=83.796563%2C53.35121%2F13.11,
izhevsk.metpromintex.ru,Ижевск,,,+7 (341) 232-27-95,3412322795,izhevsk@metpromintex.ru,"Целинная улица, 75",Россия,,+7 (964) 190-20-26,https://yandex.ru/maps/org/metprominteks/51972620056/?ll=53.153284%2C56.761819&mode=search&sctx=ZAAAAAgBEAAaKAoSCU8GR8mr8lRAEVsomZzarUpAEhIJTpmbb0T32j8Rv3yyYrg6wj8iBgABAgMEBSgKOABAkowGSAFiOnJlYXJyPXNjaGVtZV9Mb2NhbC9HZW91cHBlci9BZHZlcnRzL0N1c3RvbU1heGFkdi9FbmFibGVkPTFiOnJlYXJyPXNjaGVtZV9Mb2NhbC9HZW91cHBlci9BZHZlcnRzL0N1c3RvbU1heGFkdi9NYXhhZHY9MTViRHJlYXJyPXNjaGVtZV9Mb2NhbC9HZW91cHBlci9BZHZlcnRzL0N1c3RvbU1heGFkdi9SZWdpb25JZHM9WzEsMTAxNzRdYkByZWFycj1zY2hlbWVfTG9jYWwvR2VvdXBwZXIvQWR2ZXJ0cy9NYXhhZHZUb3BNaXgvTWF4YWR2Rm9yTWl4PTEwagJydZ0BzczMPaABAKgBAL0B61KA5cIBBpj%2BvM7BAYICJ9C40LbQtdCy0YHQuiDQvNC10YLQv9GA0L7QvNC40L3RgtC10LrRgYoCAJICAjQ0mgIMZGVza3RvcC1tYXBz&sll=53.153284%2C56.761819&sspn=0.241998%2C0.075096&text=%D0%B8%D0%B6%D0%B5%D0%B2%D1%81%D0%BA%20%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81&z=12.99,https://2gis.ru/izhevsk/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D0%B8%D0%B6%D0%B5%D0%B2%D1%81%D0%BA/firm/70000001081105250/53.275048%2C56.892472?m=53.275083%2C56.892459%2F17.57,
habarovsk.metpromintex.ru,Хабаровск,,,+7 (421) 260-30-28,4212603028,khabarovsk@metpromintex.ru,"улица Льва Толстого, 12",Россия,,+7 (962) 829-85-78,https://yandex.ru/maps/org/metprominteks/126545622429/,,
ulyanovsk.metpromintex.ru,Ульяновск,,,+7 (842) 273-16-08,8422731608,ulyanovsk@metpromintex.ru,"Московское шоссе, 3",Россия,,+7 (903) 602-40-91,,,
irkutsk.metpromintex.ru,Иркутск,,,+7 (395) 257-93-86,3952579386,irkutsk@metpromintex.ru,"Норильская улица, 2",Россия,,+7 (962) 829-85-78,https://yandex.ru/maps/org/metprominteks/123915935454/?ll=104.210277%2C52.335296&z=16,https://2gis.ru/irkutsk/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D0%B8%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA/firm/70000001081111443?m=104.28076%2C52.28805%2F11.32,
vladivostok.metpromintex.ru,Владивосток,,,+7 (423) 254-13-38,4232541338,vladivostok@metpromintex.ru,"Алеутская улица, 11",Россия,,+7 (962) 829-85-78,https://yandex.ru/maps/org/metprominteks/8821594835/?indoorLevel=1&ll=131.880723%2C43.113094&z=17,,
yaroslavl.metpromintex.ru,Ярославль,,,+7 (485) 266-25-09,4852662509,yaroslavl@metpromintex.ru,"проспект Октября, 91А",Россия,,+7 (952) 148-04-93,https://yandex.ru/maps/org/metprominteks/116490225488/,https://2gis.ru/yaroslavl/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D1%8F%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C/firm/70000001080825525/39.842698%2C57.659704?m=39.892898%2C57.626629%2F10.9,
stavropol.metpromintex.ru,Ставрополь,,,+7 (865) 269-31-88,8652693188,stavropol@metpromintex.ru,"3-я Промышленная улица, 10А",Россия,,+7 (903) 411-64-58,https://yandex.ru/maps/org/metprominteks/159260122066/,,
kemerovo.metpromintex.ru,Кемерово,,,+7 (384) 224-02-56,3842240256,kemerovo@metpromintex.ru,"улица Рутгерса, 41/6",Россия,,+7 (962) 829-85-78,https://yandex.ru/maps/org/metprominteks/62942333682/?ll=86.085176%2C55.386686&z=16,,
tomsk.metpromintex.ru,Томск,,,+7 (382) 222-62-31,3822226231,tomsk@metpromintex.ru,"Карповский переулок, 13",Россия,,+7 (962) 829-85-78,https://yandex.ru/maps/org/metprominteks/89886102170/,https://2gis.ru/tomsk/firm/70000001096564379,
chelny.metpromintex.ru,Набережные Челны,,,+7 (800) 700-08-06,8007000806,info@metpromintex.ru,"Мензелинский тракт, 14",Россия,,+7 (952) 148-04-93,,https://2gis.ru/nabchelny/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D0%BD%D0%B0%D0%B1%D0%B5%D1%80%D0%B5%D0%B6%D0%BD%D1%8B%D0%B5%20%D1%87%D0%B5%D0%BB%D0%BD%D1%8B/firm/70000001081103612/52.396472%2C55.706888?m=52.404063%2C55.741335%2F11.62,
orenburg.metpromintex.ru,Оренбург,,,+7 (353) 220-16-65,3532201665,orenburg@metpromintex.ru,"улица Терешковой, 263/2",Россия,,+7 (952) 148-04-93,https://yandex.ru/maps/org/metprominteks/49840544667/?ll=55.106612%2C51.816440&z=16,,
novokuznetsk.metpromintex.ru,Новокузнецк,,,+7 (384) 320-99-84,3843209984,novokuznetsk@metpromintex.ru,"проспект Строителей, 7",Россия,,+7 (962) 829-85-78,,https://2gis.ru/novokuznetsk/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D0%BD%D0%BE%D0%B2%D0%BE%D0%BA%D1%83%D0%B7%D0%BD%D0%B5%D1%86%D0%BA/firm/70000001081112927/87.106771%2C53.767513?m=87.106787%2C53.767525%2F17.68,
ryazan.metpromintex.ru,Рязань,,,+7 (491) 299-07-17,4912990717,ryazan@metpromintex.ru,"Ситниковская улица, 69А",Россия,,+7 (952) 148-04-93,https://yandex.ru/maps/org/metprominteks/67563137940/,https://2gis.ru/ryazan/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D1%80%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C/firm/70000001081210490/39.646507%2C54.612822?m=39.74241%2C54.630081%2F10.84,
cheboksary.metpromintex.ru,Чебоксары,,,+7 (800) 700-08-06,8007000806,info@metpromintex.ru,"Эгерский бульвар, 6",Россия,,+7 (952) 148-04-93,,,
kaliningrad.metpromintex.ru,Калининград,,,+7 (495) 729-83-58,4957298358,info@metpromintex.ru,"Нарвская улица, 49Е",Россия,,+7 (903) 729-83-58,https://yandex.ru/maps/org/metprominteks/89032992108/?ll=49.667439%2C58.583922&z=16,,
penza.metpromintex.ru,Пенза,,,+7 (800) 700-08-06,8007000806,info@metpromintex.ru,"Ивановская улица, 148",Россия,,+7 (952) 148-04-93,https://yandex.ru/maps/org/metprominteks/131319639357/?ll=45.030820%2C53.139548&z=16,,
kirov.metpromintex.ru,Киров,,,+7 (833) 220-68-86,8332206886,kirov@metpromintex.ru,"Комсомольская улица, 12",Россия,,+7 (952) 148-04-93,,,
tula.metpromintex.ru,Тула,,,+7 (487) 271-68-38,4872716838,tula@metpromintex.ru,"улица Галкина, 18",Россия,,+7 (952) 148-04-93,https://yandex.ru/maps/org/metprominteks/131249616639/,,
sochi.metpromintex.ru,Сочи,,,+7 (800) 700-08-06,8007000806,info@metpromintex.ru,"Донская улица, 10",Россия,,+7 (952) 148-04-93,https://yandex.ru/maps/org/metprominteks/20738165585/,,
surgut.metpromintex.ru,Сургут,,,+7 (346) 271-89-88,3462718988,surgut@metpromintex.ru,"Индустриальная улица, 38",Россия,,+7 (952) 148-04-93,,https://2gis.ru/surgut/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D1%81%D1%83%D1%80%D0%B3%D1%83%D1%82/firm/70000001081104798/73.418949%2C61.278911?m=73.4189%2C61.278889%2F17.38,
novorossiysk.metpromintex.ru,Новороссийск,,,+7 (800) 700-08-06,8007000806,info@metpromintex.ru,"улица Луначарского, 21",Россия,,+7 (952) 148-04-93,,,
kherson.metpromintex.ru,Херсон,,,+7 (800) 700-08-06,8007000806,kherson@metpromintex.ru,"проспект Ушакова, 30",Россия,,+7 (952) 148-04-93,,,
mariupol.metpromintex.ru,Мариуполь,,,+7 (800) 700-08-06,8007000806,mariupol@metpromintex.ru,"Харлампиевская улица, 20",Россия,,+7 (952) 148-04-93,,,
melitopol.metpromintex.ru,Мелитополь,,,+7 (800) 700-08-06,8007000806,melitopol@metpromintex.ru,"улица Карла Маркса, 13",Россия,,+7 (952) 148-04-93,,,
metpromintex-astana.kz,Астана,,,+7 (717) 262-76-38,7172627638,astana@metpromintex.ru,"улица Александра Пушкина, 56",Казахстан,,+7 (708) 486-28-81,https://yandex.ru/maps/org/metprominteks/203880344000/?ll=71.504544%2C51.152959&mode=search&sctx=ZAAAAAgBEAAaKAoSCX0%2ByogLPVNAEfAw7Zv7m0VAEhIJlSwnofQF8z8R%2BFCiJY%2Bn3j8iBgABAgMEBSgKOABA3uUBSAFqAmt6nQHNzEw9oAEAqAEAvQHc1OElwgEGwNPcwfcFggIn0LzQtdGC0L%2FRgNC%2B0LzQuNC90YLQtdC60YEg0LDRgdGC0LDQvdCwigIAkgIDMTYzmgIMZGVza3RvcC1tYXBz&sll=71.504544%2C51.152959&sspn=1.188954%2C0.411883&text=%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D0%B0%D1%81%D1%82%D0%B0%D0%BD%D0%B0&z=10.73,https://2gis.kz/astana/search/%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81%20%D0%B0%D1%81%D1%82%D0%B0%D0%BD%D0%B0/firm/70000001018105030/71.495274%2C51.18547?m=71.495252%2C51.185448%2F17.77,
metpromintex.kz,Алматы,,,+7 (727) 354-08-28,7273540828,info@metpromintex.kz,"улица Мукагали Макатаева, 117",Казахстан,,+7 (707) 307-38-48,https://yandex.ru/maps/org/metprominteks/37668240676/?ll=76.953829%2C43.218616&mode=search&sll=26.637430%2C47.942142&sspn=38.046534%2C14.090174&text=%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D1%8B%20%D0%BC%D0%B5%D1%82%D0%BF%D1%80%D0%BE%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D0%BA%D1%81&z=10.73,https://2gis.kz/almaty/firm/70000001094631241?m=76.937396%2C43.262655%2F15.2,
