domain,city,phone_seo,phone_ad,phone_common,all_phones,email,address,country,telegram,whatsapp,yandex_map_url,twogis_map_url,google_map_url
magnitogorsk.mepen.ru,Магнитогорск,,,7 (351) 939-31-16,3519393116,magnitogorsk@mepen.ru,"Советская улица, 86А",Россия,,,https://yandex.ru/maps/org/metpromenergo/20988020191/,,
bryansk.mepen.ru,Брянск,,,7 (483) 237-08-66,4832370866,bryansk@mepen.ru,"улица Калинина, 160",Россия,,,https://yandex.ru/maps/org/metpromenergo/118465407221/,,
ivanovo.mepen.ru,Иваново,,,7 (493) 234-36-60,4932343660,ivanovo@mepen.ru,"улица Парижской Коммуны, 24",Россия,,,https://yandex.ru/maps/org/metpromenergo/158096459962/,,
belgorod.mepen.ru,Белгород,,,7 (472) 277-06-86,4722770686,belgorod@mepen.ru,"Корочанская улица, 409А",Россия,,,https://yandex.ru/maps/org/metpromenergo/17325270531/,,
surgut.mepen.ru,Сургут,,,7 (346) 278-66-87,3462786687,surgut@mepen.ru,"улица Профсоюзов, 45",Россия,,,https://yandex.ru/maps/org/metpromenergo/29292054714/,,
arkhangelsk.mepen.ru,Архангельск,,,7 (818) 246-06-68,8182460668,arkh@mepen.ru,"Советская улица, 32",Россия,,,https://yandex.ru/maps/org/metpromenergo/44213645510/,,
vladimir.mepen.ru,Владимир,,,7 (800) 700-56-38,8007005638,vladimir@mepen.ru,"улица Гагарина, 13",Россия,,,https://yandex.ru/maps/org/metpromenergo/170602475376/,,
nizhniy-tagil.mepen.ru,Нижний Тагил,,,7 (343) 200-82-88,3432008288,nizhniy-tagil@mepen.ru,"проспект Мира, 12",Россия,,,https://yandex.ru/maps/org/metpromenergo/73884449686/,,
chita.mepen.ru,Чита,,,7 (302) 224-56-63,3022245663,chita@mepen.ru,"улица Карла Маркса, 29А",Россия,,,https://yandex.ru/maps/org/metpromenergo/46053586284/,,
kaluga.mepen.ru,Калуга,,,7 (484) 259-56-01,4842595601,kaluga@mepen.ru,"Дорожная улица, 31",Россия,,,https://yandex.ru/maps/org/metpromenergo/63580775441/,,
simferopol.mepen.ru,Симферополь,,,7 (365) 288-58-68,3652885868,simferopol@mepen.ru,"Аэрофлотская улица, 12",Россия,,,https://yandex.ru/maps/org/metpromenergo/23786301496/,,
yakutsk.mepen.ru,Якутск,,,7 (411) 224-08-80,4112240880,ykt@mepen.ru,"Автодорожная улица, 53/1",Россия,,,https://yandex.ru/maps/org/metpromenergo/143605996086/,,
volzhsky.mepen.ru,Волжский,,,7 (844) 260-50-86,8442605086,volzhskij@mepen.ru,"проспект имени Ленина, 309",Россия,,,https://yandex.ru/maps/org/metpromenergo/116791030858/,,
saransk.mepen.ru,Саранск,,,7 (834) 231-16-68,8342311668,saransk@mepen.ru,"улица Комарова, 1",Россия,,,https://yandex.ru/maps/org/metpromenergo/39063175305/,,
smolensk.mepen.ru,Смоленск,,,7 (481) 263-00-60,4812630060,smolensk@mepen.ru,"улица Фрунзе, 64",Россия,,,https://yandex.ru/maps/org/metpromenergo/239470067471/,,
cherepovets.mepen.ru,Череповец,,,7 (817) 255-66-60,8172556660,cherepovets@mepen.ru,"проспект Победы, 28",Россия,,,https://yandex.ru/maps/org/metpromenergo/181626660468/,,
vologda.mepen.ru,Вологда,,,7 (817) 255-66-60,8172556660,vologda@mepen.ru,"улица Гагарина, 90",Россия,,,https://yandex.ru/maps/org/metpromenergo/177398750554/,,
kurgan.mepen.ru,Курган,,,7 (352) 222-86-60,3522228660;9658688660,kurgan@mepen.ru,"Советская улица, 148",Россия,,,https://yandex.ru/maps/org/metpromenergo/20152484434/,,
vladikavkaz.mepen.ru,Владикавказ,,,7 (800) 700-56-38,8007005638,vladikavkaz@mepen.ru,"Иристонская улица, 72",Россия,,,https://yandex.ru/maps/org/metpromenergo/33304235457/,,
groznyy.mepen.ru,Грозный,,,7 (800) 700-56-38,8007005638,groznyy@mepen.ru,"улица Допризывников, 2А",Россия,,,https://yandex.ru/maps/org/metpromenergo/147778012163/,,
orel.mepen.ru,Орёл,,,7 (486) 278-07-76,4862780776,orel@mepen.ru,"переулок Южный, 2Б",Россия,,,https://yandex.ru/maps/org/metpromenergo/149516632790/,,
podolsk.mepen.ru,Подольск,,,7 (495) 799-14-38,4957991438,podolsk@mepen.ru,"Большая Зеленовская улица, 62/2",Россия,,,,,
tambov.mepen.ru,Тамбов,,,7 (475) 243-53-36,4752435336,tambov@mepen.ru,"Бригадная улица, 3",Россия,,,,,
yoshkar-ola.mepen.ru,Йошкар-Ола,,,7 (800) 700-56-38,8007005638,y-ola@mepen.ru,"улица Палантая, 63Б",Россия,,,https://yandex.ru/maps/org/metpromenergo/199067371697/,,
murmansk.mepen.ru,Мурманск,,,7 (815) 260-06-86,8152600686,murmansk@mepen.ru,"проспект Кольский, 101",Россия,,,https://yandex.ru/maps/org/metpromenergo/116870880364/,,
nizhnevartovsk.mepen.ru,Нижневартовск,,,7 (346) 623-93-88,3466239388,nizhnevartovsk@mepen.ru,"улица Кузоваткина, 5с8",Россия,,,https://yandex.ru/maps/org/metpromenergo/222202906485/,,
novorossiysk.mepen.ru,Новороссийск,,,7 (861) 944-64-08,8619446408,novorossiysk@mepen.ru,"улица Мира, 1литО",Россия,,,https://yandex.ru/maps/org/metpromenergo/101518570775/,,
petrozavodsk.mepen.ru,Петрозаводск,,,7 (800) 700-56-38,8007005638,petrozavodsk@mepen.ru,"Заводская улица, 10А",Россия,,,https://yandex.ru/maps/org/metpromenergo/113975994100/,,
kostroma.mepen.ru,Кострома,,,7 (800) 700-56-38,8007005638,kostroma@mepen.ru,"улица Евгения Ермакова, 1к3",Россия,,,,,
mytishchi.mepen.ru,Мытищи,,,7 (495) 799-14-38,4957991438,mytishchi@mepen.ru,"Коммунистическая улица, 23",Россия,,,,,
syktyvkar.mepen.ru,Сыктывкар,,,7 (800) 700-56-38,8007005638,syktyvkar@mepen.ru,"улица Морозова, 51/1",Россия,,,https://yandex.ru/maps/org/metpromenergo/20641386198/,,
taganrog.mepen.ru,Таганрог,,,7 (863) 301-06-79,8633010679,taganrog@mepen.ru,"Котлостроительная улица, 37-19",Россия,,,https://yandex.ru/maps/org/metpromenergo/56723520050/,,
nalchik.mepen.ru,Нальчик,,,7 (800) 700-56-38,8007005638,nalchik@mepen.ru,"проспект Кулиева, 10А",Россия,,,https://yandex.ru/maps/org/metpromenergo/162572111983/,,
bratsk.mepen.ru,Братск,,,7 (395) 257-93-89,3952579389,bratsk@mepen.ru,"улица Подбельского, 43",Россия,,,https://yandex.ru/maps/org/metpromenergo/177489948907/,,
lyubercy.mepen.ru,Люберцы,,,7 (495) 799-14-38,4957991438,lyubercy@mepen.ru,"проспект Октябрьский, 131",Россия,,,,,
engels.mepen.ru,Энгельс,,,7 (845) 253-12-32,8452531232,engels@mepen.ru,"улица Тельмана, 156",Россия,,,https://yandex.ru/maps/org/metpromenergo/154864359593/,,
angarsk.mepen.ru,Ангарск,,,7 (395) 257-93-89,3952579389,angarsk@mepen.ru,"59-й квартал, 3",Россия,,,https://yandex.ru/maps/org/metpromenergo/97926765376/,,
blagoveshchensk.mepen.ru,Благовещенск,,,7 (416) 235-98-33,4162359833,blagovechensk@mepen.ru,"улица Седова, 4/1",Россия,,,,,
velikiy-novgorod.mepen.ru,Великий Новгород,,,7 (800) 700-56-38,8007005638,velikiy-novgorod@mepen.ru,"переулок Базовый, 13",Россия,,,https://yandex.ru/maps/org/metpromenergo/96252399787/,,
pskov.mepen.ru,Псков,,,7 (800) 700-56-38,8007005638,pskov@mepen.ru,"улица 128-й Стрелковой Дивизии, 6",Россия,,,https://yandex.ru/maps/org/metpromenergo/55974712627/,,
biysk.mepen.ru,Бийск,,,7 (385) 225-29-52,3852252952,biysk@mepen.ru,"улица Владимира Ленина, 264/1",Россия,,,https://yandex.ru/maps/org/metpromenergo/66138466148/,,
yuzhno-sahalinsk.mepen.ru,Южно-Сахалинск,,,7 (424) 244-06-61,4242440661,sakhalinsk@mepen.ru,"проспект Победы, 4Б",Россия,,,https://yandex.ru/maps/org/metpromenergo/159339437284/,,
balakovo.mepen.ru,Балаково,,,7 (845) 253-12-32,8452531232,balakovo@mepen.ru,"Вокзальная улица, 26/10",Россия,,,https://yandex.ru/maps/org/metpromenergo/73875979150/,,
abakan.mepen.ru,Абакан,,,7 (390) 231-33-01,3902313301,abakan@mepen.ru,"Аскизская улица, 268 к1",Россия,,,https://yandex.ru/maps/org/metpromenergo/183346596238/,,
norilsk.mepen.ru,Норильск,,,7 (391) 271-74-08,3912717408,norilsk@mepen.ru,"проспект Ленинский, 24",Россия,,,https://yandex.ru/maps/org/metpromenergo/108171069972/,,
petropavlovsk-kamchatskiy.mepen.ru,Петропавловск-Камчатский,,,7 (800) 700-56-38,8007005638,petropavlovsk-kamchatskiy@mepen.ru,"проспект Рыбаков, 13",Россия,,,https://yandex.ru/maps/org/metpromenergo/112176996189/,,
kamensk-uralskiy.mepen.ru,Каменск-Уральский,,,7 (343) 200-82-88,3432008288,kamensk@mepen.ru,"улица Белинского, 1",Россия,,,https://yandex.ru/maps/org/metpromenergo/8388558443/,,
novocherkassk.mepen.ru,Новочеркасск,,,7 (863) 301-06-79,8633010679,novocherkassk@mepen.ru,"улица Маяковского, 59А",Россия,,,https://yandex.ru/maps/org/metpromenergo/67840627449/,,
zlatoust.mepen.ru,Златоуст,,,7 (351) 216-65-34,3512166534,zlatoust@mepen.ru,"улица Карла Маркса, 19",Россия,,,https://yandex.ru/maps/org/metpromenergo/14202497094/,,
domodedovo.mepen.ru,Домодедово,,,7 (495) 799-14-38,4957991438,domodedovo@mepen.ru,"Каширское шоссе, 4к1",Россия,,,,,
kerch.mepen.ru,Керчь,,,7 (365) 288-58-68,3652885868,kerch@mepen.ru,"улица Свердлова, 12",Россия,,,https://yandex.ru/maps/org/metpromenergo/134720333394/,,
kolpino.mepen.ru,Колпино,,,7 (812) 986-43-98,8129864398,kolpino@mepen.ru,"улица Веры Слуцкой, 23",Россия,,,https://yandex.ru/maps/org/metpromenergo/60265021038/,,
miass.mepen.ru,Миасс,,,7 (351) 216-65-34,3512166534,miass@mepen.ru,"Тургоякское шоссе, 11/63",Россия,,,https://yandex.ru/maps/org/metpromenergo/63117002028/,,
electrostal.mepen.ru,Электросталь,,,7 (495) 799-14-38,4957991438,electrostal@mepen.ru,"Комсомольская улица, 1",Россия,,,,,
kolomna.mepen.ru,Коломна,,,7 (495) 799-14-38,4957991438,kolomna@mepen.ru,"Колхозная улица, 14",Россия,,,,,
maykop.mepen.ru,Майкоп,,,7 (800) 700-56-38,8007005638,maykop@mepen.ru,"улица Чкалова, 74",Россия,,,https://yandex.ru/maps/org/metpromenergo/18989744572/,,
odintsovo.mepen.ru,Одинцово,,,7 (495) 799-14-38,4957991438,odintsovo@mepen.ru,"улица Маршала Неделина, 2А",Россия,,,,,
bataysk.mepen.ru,Батайск,,,7 (863) 301-06-79,8633010679,bataysk@mepen.ru,"улица Энгельса, 213/16",Россия,,,https://yandex.ru/maps/org/metpromenergo/110254356894/,,
schelkovo.mepen.ru,Щелково,,,7 (495) 799-14-38,4957991438,schelkovo@mepen.ru,"Сиреневая улица, 9",Россия,,,,,
dolgoprudniy.mepen.ru,Долгопрудный,,,7 (495) 799-14-38,4957991438,dolgoprudniy@mepen.ru,"Промышленный проезд, 14",Россия,,,,,
kyzyl.mepen.ru,Кызыл,,,7 (800) 700-56-38,8007005638,kyzyl@mepen.ru,"Красноармейская улица, 233",Россия,,,https://yandex.ru/maps/org/metpromenergo/113696199079/,,
nazran.mepen.ru,Назрань,,,7 (800) 700-56-38,8007005638,nazran@mepen.ru,"Станционная улица, 10",Россия,,,,,
novocheboksarsk.mepen.ru,Новочебоксарск,,,7 (835) 248-03-30,8352480330,novocheboksarsk@mepen.ru,"улица 10-й Пятилетки, 24",Россия,,,https://yandex.ru/maps/org/metpromenergo/236170877371/,,
novyy-urengoy.mepen.ru,Новый Уренгой,,,7 (800) 700-56-38,8007005638,novyy-urengoy@mepen.ru,"Индустриальная улица, 2",Россия,,,https://yandex.ru/maps/org/metpromenergo/210389096586/,,
obninsk.mepen.ru,Обнинск,,,7 (484) 259-56-01,4842595601,obninsk@mepen.ru,"проспект Ленина, 137к4",Россия,,,https://yandex.ru/maps/org/metpromenergo/204967830666/,,
orekhovo-zuevo.mepen.ru,Орехово-Зуево,,,7 (495) 799-14-38,4957991438,orekhovo-zuevo@mepen.ru,"улица Ленина, 97",Россия,,,,,
pervouralsk.mepen.ru,Первоуральск,,,7 (343) 200-82-88,3432008288,pervouralsk@mepen.ru,"улица Ленина, 39А",Россия,,,,,
cherkessk.mepen.ru,Черкесск,,,7 (800) 700-56-38,8007005638,cherkessk@mepen.ru,"Красноармейская улица, 39",Россия,,,https://yandex.ru/maps/org/metpromenergo/135301534729/,,
dimitrovgrad.mepen.ru,Димитровград,,,7 (842) 273-00-68,8422730068,dimitrovgrad@mepen.ru,"улица 50 лет Октября, 39",Россия,,,https://yandex.ru/maps/org/metpromenergo/222943480750/,,
zhukovskiy.mepen.ru,Жуковский,,,7 (495) 799-14-38,4957991438,zhukovskij@mepen.ru,"улица Мясищева, 24А",Россия,,,,,
murom.mepen.ru,Муром,,,7 (800) 700-56-38,8007005638,murom@mepen.ru,"улица Ленина, 30",Россия,,,https://yandex.ru/maps/org/metpromenergo/62874313659/,,
artem.mepen.ru,Артем,,,7 (423) 254-00-16,4232540016,artem@mepen.ru,"улица Фрунзе, 47/1",Россия,,,https://yandex.ru/maps/org/metpromenergo/2152632488/,,
votkinsk.mepen.ru,Воткинск,,,7 (341) 290-62-13,3412906213,votkinsk@mepen.ru,"улица Ленина, 61",Россия,,,https://yandex.ru/maps/org/metpromenergo/158319975655/,,
leninsk-kuzneckiy.mepen.ru,Ленинск-Кузнецкий,,,7 (384) 224-02-58,3842240258,leninsk-kuz@mepen.ru,"проспект Кирова, 21",Россия,,,https://yandex.ru/maps/org/metpromenergo/228523456917/,,
noginsk.mepen.ru,Ногинск,,,7 (495) 799-14-38,4957991438,noginsk@mepen.ru,"улица Декабристов, 3Г",Россия,,,,,
sergiyev-posad.mepen.ru,Сергиев Посад,,,7 (495) 799-14-38,4957991438,,"Стахановская улица, 1А",Россия,,,,,
hanty-mansiysk.mepen.ru,Ханты-Мансийск,,,7 (346) 231-06-68,3462310668,hman@mepen.ru,"новозаводская улица, 2Б",Россия,,,,,
elista.mepen.ru,Элиста,,,7 (800) 700-56-38,8007005638,elista@mepen.ru,"улица Юрия Клыкова, 79А",Россия,,,https://yandex.ru/maps/org/metpromenergo/91702720898/,,
voskresensk.mepen.ru,Воскресенск,,,7 (495) 799-14-38,4957991438,voskresensk@mepen.ru,"Федотовская улица, 22Б",Россия,,,,,
magadan.mepen.ru,Магадан,,,7 (800) 700-56-38,8007005638,magadan@mepen.ru,"проспект Ленина, 30Б",Россия,,,https://yandex.ru/maps/org/metpromenergo/62051039622/,,
ozersk.mepen.ru,Озерск,,,7 (351) 216-65-34,3512166534,ozersk@mepen.ru,"проспект Калинина, 1A",Россия,,,,,
beloreck.mepen.ru,Белорецк,,,7 (347) 299-67-11,3472996711,beloretsk@mepen.ru,"улица П. Точисского, 25А",Россия,,,https://yandex.ru/maps/org/metpromenergo/183038124951/,,
kurganinsk.mepen.ru,Курганинск,,,7 (861) 944-64-08,8619446408,kurganinsk@mepen.ru,"Первомайская улица, 3Ж",Россия,,,https://yandex.ru/maps/org/metpromenergo/11484580554/,,
anadyr.mepen.ru,Анадырь,,,7 (800) 700-56-38,8007005638,anadyr@mepen.ru,"улица Отке, 22",Россия,,,https://yandex.ru/maps/org/metpromenergo/35078679877/,,
myshkin.mepen.ru,Мышкин,,,7 (485) 259-58-86,4852595886,myshkin@mepen.ru,"улица Газовиков, 29/1",Россия,,,https://yandex.ru/maps/org/metpromenergo/155072113449/,,
zheleznodorozhnyy.mepen.ru,Железнодорожный,,,7 (495) 799-14-38,4957991438,zheleznodorozhnyy@mepen.ru,"улица Некрасова, 4",Россия,,,,,
almaty.mepen.kz,Алматы,,,7 (727) 354-08-98,7273540898,almaty@mepen.ru,"проспект Турара Рыскулова, 88",Казахстан,,,,,
mepen.kz,Астана,,,7 (717) 262-58-85,7172625885,astana@mepen.kz,"улица Амангельды Иманова, 50",Казахстан,,,,,
shymkent.mepen.kz,Шымкент,,,7 (725) 261-22-58,7252612258,shymkent@mepen.kz,"улица Толе би, 21а",Казахстан,,,https://yandex.ru/maps/org/metpromenergo/120865007406/,,
aktobe.mepen.kz,Актобе,,,7 (713) 273-60-12,7132736012,aktobe@mepen.kz,"улица Жанкожа батыра, 28",Казахстан,,,https://yandex.ru/maps/org/metpromenergo/141871681522/,,
karaganda.mepen.kz,Караганда,,,7 (721) 294-55-18,7212945518,karaganda@mepen.kz,"Асфальтная улица, 22",Казахстан,,,https://yandex.ru/maps/org/metpromenergo/180549239338/,,
taraz.mepen.kz,Тараз,,,7 (726) 297-03-01,7262970301,taraz@mepen.kz,"улица Аскарова, 297в",Казахстан,,,https://yandex.ru/maps/org/metpromenergo/144687738493/,,
semey.mepen.kz,Семей,,,7 (700) 567-89-68,7005678968,semei@mepen.kz,"18-я Загородная улица, 3а",Казахстан,,,https://yandex.ru/maps/org/metpromenergo/245124817589/,,
pavlodar.mepen.kz,Павлодар,,,7 (718) 278-15-01,7182781501,pavlodar@mepen.kz,"Химкомбинатовская улица, 158",Казахстан,,,,,
ustk.mepen.kz,Усть-Каменогорск,,,7 (723) 291-00-15,7232910015,ust-kamenogorsk@mepen.kz,"проспект Абая, 160/13",Казахстан,,,https://yandex.ru/maps/org/metpromenergo/7219297667/,,
atyrau.mepen.kz,Атырау,,,7 (712) 275-39-01,7122753901,atiray@mepen.kz,"улица Кубаш Медеубаева, 22Б",Казахстан,,,https://yandex.ru/maps/org/metpromenergo/108114535156/,,
uralsk.mepen.kz,Уральск,,,7 (708) 987-98-15,7089879815,uralsk@mepen.kz,"улица Азербайжана Мамбетова, 58/1",Казахстан,,,https://yandex.ru/maps/org/metpromenergo/110063922831/,,
kostanay.mepen.kz,Костанай,,,7 (727) 354-08-98,7273540898,kostanay@mepen.kz,"Целинная улица, 22А",Казахстан,,,https://yandex.ru/maps/org/metpromenergo/19586704883/,,
kyzylorda.mepen.kz,Кызылорда,,,7 (724) 292-50-01,7242925001,kizilorda@mepen.kz,"квартал Нур-Орда, 80",Казахстан,,,https://yandex.ru/maps/org/metpromenergo/107769173912/,,
aktau.mepen.kz,Актау,,,7 (727) 354-08-98,7273540898,aktau@mepen.kz,"Микрорайон 19А, 32/1",Казахстан,,,,,
